Indice_limpio,Indice_original,Digito,Hash
1107,1188,2,1c807cea22041e5c6f1ab50f5e6bc11f
1108,1189,2,71a07b018e5e56de5a49166f21888663
1109,1190,2,70cc02bf755bad5108df75d56e87909b
1110,1191,2,61891934f0b63d86167aa185737bf029
1111,1192,2,03b2afa76e4c2e6d298f84ab9c5ac3db
1112,1193,2,72035bdc68bdc4c016df46d0cc60e195
1113,1194,2,1af26d318f54d6fdbb348044ef0a1508
1114,1195,2,8c866883c57d9f3e8dbab80f126b2bf7
1115,1196,2,8a4ffe1b9a2d2dd5d98395e28cc35b4a
1116,1197,2,27e1e8ea5494b8bd43d77e4a3ea91bcd
1117,1198,2,92485b02ef9fb47c6d57efd78c87b692
1118,1199,2,e7d7ae9ab5e3ce890833ef6e9dd39384
1119,1200,2,fcae6167841caf57b962a97fdf32f72b
1120,1201,2,1682b86f22cd993647c975aa4299b3da
1121,1202,2,beb1001bff242c359dc850b5f0994335
1122,1203,2,f2ff19da3d477662ed15ec476ff720d8
1123,1204,2,e3ba483ffe288622481a852a814246a2
1124,1205,2,76cdd4c23a326421e547c223dbbc603c
1125,1206,2,0238cf70571aaafd20003ebdd721af1e
1126,1207,2,184d67aad0702a3851d42591129955f4
1127,1208,2,bc7a2cac3f566d667a0b2c0e0c8945cb
1128,1209,2,36ea98bf7097009118e9b67792a2bab4
1129,1210,2,44b5ffe505568c3f43892c1c90482f3e
1130,1211,2,10ff4e882044d1e42ad05aa5a21e6916
1131,1212,2,53ecb2526ac5a9aa59e47f5a25497d0b
1132,1213,2,3b2aed70de9fff08a5e279e156e54576
1133,1214,2,d1ece37dcd797f48ddc92584a81dd8f1
1134,1215,2,626c9f016fc47c4e13bca5cfa1324d14
1135,1216,2,37b673692849125ead89fc830721cd0e
1136,1217,2,a46f9aa48c9b97f9610bd353da82b077
1137,1218,2,d43c050bd860189244e9f800475f0660
1138,1219,2,eb861d1a7f009eec276a7c55cdf48414
1139,1220,2,7974052abc48e1f83e2f0fbbf554b0af
1140,1221,2,2f4401bce7ad04d261d372e4f41851fe
1141,1222,2,5699c89844153c05342ad8786fb3a10a
1142,1223,2,48c78082ad95221d88bd304ead850832
1143,1224,2,2aea69e0ae01305147c74a959e6440c7
1144,1225,2,52d71144ea69f22c1bfd50d8326e3708
1145,1226,2,f6e619852bb0adc835d976bc6324f59d
1146,1227,2,3685d996eaacc93536767b089f7a13f8
1147,1228,2,5397d9d061d89d7af957ac2c4476699d
1148,1229,2,1212b1c1cbc1429dbf2e86052ce9292c
1149,1230,2,839edf83ac9a96a45c79fab4685f6d10
1150,1231,2,c08e36376671f1f969494059ce82f911
1151,1232,2,4b7109cf95b382ac7b392283c9719905
1152,1233,2,8444fb2bdab25c06b328d3ca009ba1cf
1153,1234,2,034ee8e196ed6d923b2cd924f4629a74
1154,1235,2,0adfa8472224f3e35b1ed81cb832bd82
1155,1236,2,0a4e04b0cb3f0a4444031375df2f1726
1156,1237,2,5e7778edca2bd35de766c4886555ec6a
1157,1238,2,7b308ad4f8fa88386f7f43148911eb3c
1158,1239,2,86283b4be2ad492b589ae5b23232aba2
1159,1240,2,b5c90969646992c8a3a1626f4f065301
1160,1241,2,0c5620d2d5fefa3c3ee0d479ae80f718
1161,1242,2,ad84e6232ac99ea1b4b5858717178ece
1162,1243,2,068fa4db224191d4e329b35e26d55c76
1163,1244,2,f827afbca8d236d7c2568b1d2007bcb4
1164,1245,2,41a4700202f88a94d9c8925388b0f382
1165,1246,2,0a6d4c74312f8356b2fa98790ab901b7
1166,1247,2,f4f50b1b80595a93fcde5088199f6b33
1167,1248,2,5b700ff84944f75686b8a01b0323897c
1168,1249,2,8b767d752c2289aabd228ad1c11c6123
1169,1250,2,2a0a45442354f5f761737826af3f9e78
1170,1251,2,c98f94cbe934698ea827884fbadfa909
1171,1252,2,fbc4a9d65654a47b4e50e89c62d3cd75
1172,1253,2,3faebfa91cac4df8a5da149296c12c6e
1173,1254,2,fa3f4159d849f92338abda4582de13f3
1174,1255,2,412b37781e1210b3fc40fb869358fc55
1175,1256,2,68ac2db868b1535a268e5941bc5893c8
1176,1257,2,43a46075630d21248655c14173d22ff0
1177,1258,2,c02b17ab5692dfad4b1edc67531b4200
1178,1259,2,a00e75b94518719e85b240c3470e49f5
1179,1260,2,c95785ab40d7886619b4121d4dbb87e5
1180,1261,2,836942e678a92aa1672c89481a47679f
1181,1262,2,b41a3987def6b516ed322dba1dbed547
1182,1263,2,558374e8138d164299fe8e3aba6a9869
1183,1264,2,655677da17a9d3b4ebf82b16a9c570da
1184,1265,2,07a0a7608d58375ab6fdd863329c9607
1185,1266,2,3e099a713529ff037e55d5eff1e3204b
1186,1267,2,3f609de98f6179b787a23e280e393a7a
1187,1268,2,9ab352e206faee22ab2e6613743c0da3
1188,1269,2,27d096188453ec84033df4d2a6a679a4
1189,1270,2,fd3cd06e00a09c7e68f0698aaebc0fe4
1190,1271,2,66aa5cef8596aaf8a065751378339448
1191,1272,2,ca4f43ad70d7682da22106de6e774921
1192,1273,2,23544d9d10ef55547ecd524bb09d4fab
1193,1274,2,33e70d9c50c670cd3c3ec1269157bbfd
1194,1275,2,cadd111f97b0480e38bbe3f1c4edefc0
1195,1276,2,b92fc91c5a46b3188a6d515a02ae59cf
1196,1277,2,18d5022cff7de23b3c03b05ca515bbb5
1197,1278,2,f10b5fe060d50d18ad565ff84a272f89
1198,1279,2,348baa55593f8789be4052bbd2e8cf69
1199,1280,2,8fa625e535ae3dc29e9ec7afdd3514f4
1200,1281,2,bf325448552962528e3a9f0edaa610f3
1201,1282,2,adfe72e17291fbce43becc6dee0e8887
1202,1283,2,6d2261b28980430060e008448a26e54e
1203,1284,2,8bc5da7c92c9e125953b392a1d19c008
1204,1285,2,a355516b1cd5ccf8a10704e9e6d7e658
1205,1286,2,ed28d305aa479f9ddb2cce35ad4c0cb5
1206,1287,2,2f399d30808f0ea04441f972e83b240d
1207,1288,2,edf027821c910e8cdb2fd9ef08651d92
1208,1289,2,282b092650f7888bd512f306da8d9c54
1209,1290,2,fb967c98c155818d8604f9cb7cf586df
1210,1291,2,e6653b33c4106336a8ec5bef21f14d8b
1211,1292,2,2134df2f8162d7ca16dafb8ead22fd0d
1212,1293,2,2570977ce620c5d8106de56aed322f8e
1213,1294,2,988a980bc76a7604fbc4c29b7bf065f5
1214,1295,2,ae5b50f81d266dc3aa616fff9b33533f
1215,1296,2,50541c81bc10cbe1f04dff8e204cad76
1216,1297,2,bbe31f1c865819beea34bd07b6316a21
1217,1298,2,8349e03e3875502968a591b4cbe84a96
1218,1299,2,69126d2628319f32cd83f0b9190c631c
1219,1300,2,64dd477d50af3dc158756f4f26e87680
1220,1301,2,a85d5c2134d1617b94a84d0ba2321391
1221,1302,2,f6edeaca473821890cc25f4ce5760fcf
1222,1303,2,12b1732b56aea86ed1b0d3a38c48f270
1223,1304,2,1f803c2e24654ac91aa584a2df9fb1a8
1224,1305,2,d716287d21618499af6b5c3cb4891258
1225,1306,2,38474aed8b9f324df52fd8411923d642
1226,1307,2,c12605f4ea860ec87ad30f7a5439b0a5
1227,1308,2,d27f5c8264e143d5bd0968d1335209e9
1228,1309,2,fe589bb56f22047ef189c54dc0acda37
1229,1310,2,d55226c4a6ff47aaa8954a83cbe10584
1230,1311,2,00e7bb4c3b8161445744f4192531d92c
1231,1312,2,21aa172dff3dcd5bc5c2ba83ef1734f1
1232,1313,2,e3a2eba306265e956869a9f55ea6bea3
1233,1314,2,50e0e90ff3957266106f622e316d5161
1234,1315,2,76cabba0458b5d64035314f110278c21
1235,1316,2,03c74abcd3de33f800b1862f82e2a830
1236,1317,2,78ff0ae35e9b42e71460cb9c2ddd746c
1237,1318,2,3b2c074a8ab62257dd984c4f003fc257
1238,1319,2,e5d89b26d00a359fbe2113717f3ecbd2
1239,1320,2,163cd5a399e4c799329badb6f31723bc
1240,1321,2,6edad51752bd4b599190cef846a3576f
1241,1322,2,403e2022e970f3464af939f2156913f3
1242,1323,2,76d1da86289a57786e8f1f11775e4d33
1243,1324,2,bc4ad8208dfd700e8985a44c69b0cfff
1244,1325,2,de21212b9b5791e7ef91deeed8a7533e
1245,1326,2,5f855a86bb26e67984df09a483ceba58
1246,1327,2,ae3ed3915a67a76781659978406f1ab2
1247,1328,2,bcf3dcc9af05edd50f31966f5527abad
1248,1329,2,3cb9688347f7aad61645c2b1417de4fe
1249,1330,2,179f7b69f321de7c39bd1b68163e2e31
1250,1331,2,75e8a8e57336dc6ff484f4ca091e6c5b
1251,1332,2,6efab353b7c71e106484324b092d8472
1252,1333,2,4c3caf7d0086c0aefa1cbd249dc71193
1253,1334,2,265f1a581f2254b0d93ac1927ccceed1
1254,1335,2,500e7dc38b10210602d6e47fcbec9191
1255,1336,2,5affe881fa50ef2d762c81df8d859be6
1256,1337,2,d0710661e14feb0b8b32f10651f41156
1257,1338,2,4b7620f97918101ffe7a23a51a118a3b
1258,1339,2,6c1894a7bd10ea943b836f6fc1e3193a
1259,1340,2,539c8c6245d154f90db108b4f4d00eb7
1260,1341,2,76940db7e253abcbbc67c8e0489ea29c
1261,1342,2,3d93124bea5b9f9787359ac10bc9e746
1262,1343,2,0154076006dbcf1483a9a9588a5c3663
1263,1344,2,9acd816b072b2ff1e39df8e44a637bb1
1264,1345,2,f08f329aab47442e6e6fb8fcc93c8a51
1265,1346,2,b4f980393d18e2c144afbbe6ce13aac3
1266,1347,2,285c422a827033413f88a1ea02295d7a
1267,1348,2,3f7574d1de022b3fe43b8699fcb2af92
1268,1349,2,889665e9dc04ef79012462b675754104
1269,1350,2,333ca0dd4c446f6db6d5174e6de2ff46
1270,1351,2,7349f38172592302eb7ca3e025e71789
1271,1352,2,64c2eb6ca53202fc9c6209a4e0ca1672
1272,1353,2,812fd1b8181c4e845e37cea8677df8f9
1273,1354,2,0c10ac63d7f74c1bc6dc6ab073f55595
1274,1355,2,83a850eeac212d468fadcdeed96c2a13
1275,1356,2,4a9c4b4376088bb8d278e968566bc2e1
1276,1357,2,e37cac2861ac0a18c67ae97ea1f900c7
1277,1358,2,53e050917d0ab23f5604ebacfc377371
1278,1359,2,76634a8321332ee70736807556ffd001
1279,1360,2,c5cd895fd4ac5c1596c7d9ae6e346f4d
1280,1361,2,e66cd7e5d88dd77ee4f1bda2d7b67e7f
1281,1362,2,b4420e295f756c1299843c79280aba80
1282,1363,2,d6bc1acc28f262c710fd6014ed75922e
1283,1364,2,787cdf6e4545bd0bb59d5f8d14d542b8
1284,1365,2,1e3b2995242b64e67888407d8af6df78
1285,1366,2,d76c07e5e0cca2b0b11e6504c4f36acd
1286,1367,2,72d202a94ad6c5d7e617f62956816b9a
1287,1368,2,427e134c7b11fea822e549b945a2ead5
1288,1369,2,49f5470b8c47e041ed45723f3a672af5
1289,1370,2,1875a55d8c2f7e2fffe5f5549fe6739e
1290,1371,2,b595df3dd36cc4fa7efd0a6ecb11bb8b
1291,1372,2,6d4faa15f530a35cc4824a1cfc4ad880
1292,1373,2,1bf9c409175755339d1309b50076f58a
1293,1374,2,74798a35fac8a0b116267f9a42d32687
1294,1375,2,eac0babe98cb9b9f2f842440bbf094e3
1295,1376,2,b9b1a91aef4211edf90696899f3e2d85
1296,1377,2,8e98c11b4218eba08b42f39a094abaee
1297,1378,2,e09a2588871ab94b1ace8869704105ff
1298,1379,2,ecee615ea80c015c55413659baeebf79
1299,1380,2,bb75fb56412f0490867bab415234b222
1300,1381,2,a8a6c2540941775935c59137019eed37
1301,1382,2,8031eadd8bbadb88b7ae0f9725a9440c
1302,1383,2,3d5fc138c8a7d21ef55a8828c6980d67
1303,1384,2,32fb7ae30955241e5a6f0fd54743e0c9
1304,1385,2,1d0af528104ee8677bac8bfd69b9930e
1305,1386,2,873b8e78238be33757d3caeba9716a85
1306,1387,2,9880cf69b837953adf06358f934f3a22
1307,1388,2,ee601e94f8189406ade02ef50a1519fd
1308,1389,2,28309f75d0a0a96eb0661e4e63e5f98b
1309,1390,2,51fbe21940f8df710d46639264fb5ae3
1310,1391,2,cab8a190d9c7fd3cac8683b51a31386f
1311,1392,2,9e997b0ded6a0462cc2da539820bedd1
1312,1393,2,29352fe8ae1d8aa7305e2788c1ac99d4
1313,1394,2,4274e922c3efed6444f34d23d8e64fae
1314,1395,2,01c7de459f0decbb58045a1a7c1c5ae8
1315,1396,2,48b872db57401dbc5297bce368a2cc66
1316,1397,2,f82f7223341ffbce484e9ef8ffda71d8
1317,1398,2,d29cb7861fc8721b3951c63da4d04e7c
1318,1399,2,15502df87c3777e182f83a7476d0060a
1319,1400,2,1852ab483d84ad41a36c8fe4bb55ea8c
1320,1401,2,5063255126c65de6ca9df1d8c0a8b5da
1321,1402,2,2b5f984b4f0f93c0a578095e26af3803
1322,1403,2,d04e6b504edf6bc9a663708ab843ad3c
1323,1404,2,f1a3c9191d526ddc03a3ba983ea53a10
1324,1405,2,ec32344eda85a4f2fed67dc012621382
1325,1406,2,2b9e18e864cf9762961293f27394925d
1326,1407,2,ff6f8ef4770605e07758a536aeeedc1d
1327,1408,2,008ca1328c75e3adffbbcf3a85526b11
1328,1409,2,ece065ed04b2f47f25f8f25cc73649db
1329,1410,2,d76d29ba197ed1bcffdf3eeac5c2e168
1330,1411,2,57c7074a3d9f6c8054c05ee2f4488a89
1331,1412,2,974cec78c7914f183efe8c16ba5fafcc
1332,1413,2,8ecc02ad355a3f640193ea79e2b7fba0
1333,1414,2,cb67b6cf229fb00db7c8f176e5d0c7b7
1334,1415,2,44b942a06613316349c499f53de95b1c
1335,1416,2,f1e7f61898881fbdcc8d0ea7727e6360
1336,1417,2,04fc3372e64b2873acf9eac4cc5309fa
1337,1418,2,cd219c6d282f1394715f947e64f36937
1338,1419,2,05c29dbd9c86e8de62afb82b0212bd5a
1339,1420,2,cc6f488464e90a945878696bc0986ecb
1340,1421,2,24756342d6f373d36141d5217cfc0df3
1341,1422,2,f91b77ac72d43446377499710d9373cb
1342,1423,2,2a3e49e391ca9aafb3653763bc59a414
1343,1424,2,483120332f2bc67ce0959f40be48486f
1344,1425,2,ba3a9cdd3ee972104cadb1ea534c45e8
1345,1426,2,adecbf628cad1506f301bbc0baf6bc02
1346,1427,2,5dca029d63f08f21c0b3dd8606d924b6
1347,1428,2,0e585de89ba3a14291d4c37359d426d4
1348,1429,2,0e5deaca5004f66589ed3fa2f46871bb
1349,1430,2,12f95e57c67a4bbe3e627460b93e8399
1350,1432,2,275ec2ca2bbe9bf291981b97494c39f6
1351,1433,2,72498d7e586859620bb2b3c2fa0ad4e8
1352,1434,2,bdca762934a13e96f8eceb53ca4533ac
1353,1435,2,ee2ee2d6ee19f6f4230279d2747649ce
1354,1436,2,3ddeb5eb49898e48471c5069cb756437
1355,1437,2,2ec6c21d52ac0bdf4128c12c8f2b120a
1356,1438,2,562f88994c7d59ccc4519c8b243bb80c
1357,1439,2,0f4ea34adcd4b5756c12861f4883bcc5
1358,1440,2,1a6d180ff1688fc5b070815a52d7e3dd
1359,1441,2,79d3b1d990512612418b28dc0d8f1212
1360,1442,2,f2483f7fde5d27b3718157f457666066
1361,1443,2,3b57b7d66e9824f392ac45adce8a78ab
1362,1444,2,219e4654ca8463387a1aba67210179a8
1363,1445,2,a58b7b002747e4f0b9b4c1d9ccaaa0ff
1364,1446,2,d4c2efc8e2c9393c0e15ae25079cec96
1365,1447,2,b1c1b093cfaf7bd518b6b87b996318e6
1366,1448,2,f07999711df39fd04caa44c81a30237d
1367,1449,2,86c3f44ada14755851fa2b7036d3e333
1368,1450,2,fcfedf98419e2ce579e9c68e5f3d5192
1369,1451,2,45454c92527558c9d34f4b5fcb7a0b56
1370,1452,2,8f5b762ff4069ff2d6d696ea307e036c
1371,1453,2,83cb8513be5f01903248983883d812f5
1372,1454,2,27a388174f0c83d5727bb7f01c371966
1373,1455,2,2925ff2b499c3cdb622779bc51fc7636
1374,1456,2,3bdc763a44212dbffe8f94f8fc9898a9
1375,1457,2,3988787ef27dceb462df217030f24f6b
1376,1458,2,f09a61b06062b30d090ef92380f8ba98
1377,1459,2,e3b2fb2b6d36bcfe894ced5c664c4e26
1378,1460,2,1bf46d1da558d1141720f2708a61446d
1379,1461,2,549046119019daf2bcc7810e01e924c9
1380,1462,2,d22220ce6baa97a25ecf96d3a3dd4657
1381,1463,2,46fcab514ba189610d246ecf532fa09a
1382,1464,2,1943eb5ad110b0cccd80be1b81d39f57
1383,1465,2,50ff6ad36f0fd736235623ac9d1d9dce
1384,1466,2,e091829ecf9261cdcd83406171b55070
1385,1467,2,b63561680d6d301db99af3449b3be918
1386,1468,2,40ab13c38862c0172a7ce442c6e6ea72
1387,1469,2,f0ca02383770a9539e8e3f1edc02e937
1388,1470,2,3dfbd86c6a5e14a91d6cedc2e596868c
1389,1471,2,5da3324742eb620963bdb9b8718059b9
1390,1472,2,298807887bb3034c1e50342f345db6bf
1391,1473,2,98f649982719587dbd6e19ecf005bb1d
1392,1474,2,291d2c0ac6f2044055bb61884e8a5589
1393,1475,2,9c12670dfc0801df47a00a79a4e95d2a
1394,1476,2,4751d0f84570b55e8af046d3f32d68e6
1395,1477,2,1b791cf94f2e9e4e2f66c0f92c1297e9
1396,1478,2,13edd23a87c258b48013a74fca4f3f45
1397,1479,2,bef477e12a53b8fce85f8fc1476d54a9
1398,1480,2,2939ffba5500ba1003cf3d90ec53d6ab
1399,1481,2,13a05db5ede00fadac49b409b1e89f0c
1400,1482,2,14efacc8fee0a40b4995e4ea996d6c43
1401,1483,2,28c49e9acf3e1989ef1209eb80aba570
1402,1484,2,f2ffd92b59d84f467073cfb45211e771
1403,1485,2,42eb2db6202eef0d6f4cbd1ffd688574
1404,1486,2,8674be43f7decc8c30b5a951c73e9446
1405,1487,2,56fc5fe79c624a6bc4f6deaea8fee9d0
1406,1488,2,7b11ee930f9778ca63575efd3ba2e184
1407,1489,2,14932dbd7730a55e60f2a296511655ae
1408,1490,2,94a536dbb96ad70221b9d8d511701251
1409,1491,2,855d04e2ee370ade055f4d3fda191c4a
1410,1492,2,9c1b16475dc2a6483b7a8217fd29894d
1411,1493,2,932e062ddd8043d0d7482c9d73ef73b4
1412,1494,2,a0c4aa25cfc7036c67935a3a0566fe0a
1413,1495,2,2d908829bdd9f7550ee4ba777e723336
1414,1496,2,48fb99d2522a19a09972723b1e37a85c
1415,1497,2,ab1036d0236ac5935777bb21d700a010
1416,1498,2,6c717127fa280fc54936a9326a9cde18
1417,1499,2,4a5722512ae9fd5958d87b64acbbdc13
1418,1500,3,b4cbda02322c77b6ed833e26b29457c4
1419,1501,3,4e24f9138d392c715f73f8550e58024d
1420,1502,3,0701786c8441e44930da6056517f0f29
1421,1503,3,3fa24cda89aa85580cc7b0f12748feb1
1422,1504,3,91059738643790a0b50f6eb42be54a27
1423,1505,3,192bf723f80e290c1fdf01d9a539b139
1424,1507,3,57f43139c193b7bcddfbe7dd2b422b8e
1425,1508,3,e87cbf7512c55f1c87d97d8ac5042d26
1426,1509,3,6279323c956475e83d90dec891d1b5f3
1427,1510,3,2f1f0a331dfdf50e12c35ac9abd2a20c
1428,1511,3,ee38558d56529b467968c51eadf07930
1429,1512,3,62c30f183880d13cab47b6519489e05e
1430,1513,3,73b97f1b28b74273275b35431b64e9a1
1431,1514,3,b092ef7db34507d27415dab5c3a1074d
1432,1515,3,c17fc413508567487061243150f499d6
1433,1516,3,c576527ab04ec1f7f6c4982dd79efeba
1434,1517,3,b2be7e3e89b9c92cd2c1a73f3fe97431
1435,1518,3,f5931501d5265a70596918e041d76086
1436,1519,3,cc2fb86632f088fa52bbd51e613826ce
1437,1520,3,d4cf7860f4b7618383e42d0956a0b0d5
1438,1521,3,5cf5acc036e68f91e0d1444ce94630b9
1439,1522,3,075ddd431122ee4dc01051a32416423b
1440,1524,3,d48cabdef4bcde5ef2cf413a8075caaa
1441,1525,3,9c38f5b6ad24c84b2462761cb079f379
1442,1526,3,6662ffd839f9983312b87f744b7ae991
1443,1527,3,5ddafa2d2bebaeb872a8fda78ed1ff3d
1444,1528,3,61a92a59b114e5f53e9efc401ab2281d
1445,1529,3,483520ad365e14bbbb98c6f1ddf6264e
1446,1530,3,85fd12f178ee7f840cbfbb2100386a68
1447,1531,3,5e980210073b9adee67ee6374f05d992
1448,1532,3,bbc5261260a8054d765fdb32edeb933f
1449,1533,3,88601c4b50806b3d2ec00f74ae76d2d6
1450,1534,3,46c084010173ed137c5ce54c4ed66018
1451,1535,3,68b504ad8adbf17d700d2a0f7edd2de2
1452,1536,3,651a90d714e4b49a4809b31a88cc005d
1453,1537,3,a9450f752517dd8c16e41c11be24e928
1454,1538,3,6fed8f22fb69a01bb3a4ab4948fad2ec
1455,1539,3,b17f8ed28fd702002a65d2af02eac57d
1456,1540,3,3d58c9587dc3af1c81e722c333ba097a
1457,1541,3,af70de5e25acc57066f731b47ca872d5
1458,1542,3,4f8deaa62d2eca535727aa72a523e733
1459,1543,3,e366b56506ce3c76aba75bf9a2d9102d
1460,1544,3,b2b235b207a1c06c57595deef1bd0cb2
1461,1545,3,7a94a7180c8e067c4d4ad38675974202
1462,1547,3,e54f6d49aa888115e66c6815b7714140
1463,1548,3,6ea122662f6aaaa7d8ca1a7c124759bc
1464,1549,3,49f4a103b5ba8783810b3619e32cbc76
1465,1550,3,9006655eb45a9c55e314ac90def5de78
1466,1551,3,2d2f0448acab7580aec968049d380b66
1467,1552,3,f1437bb0cae6ed4d5e2c7caa327b46cd
1468,1554,3,1502875288464f617544ac4c69baf7fe
1469,1555,3,a2f775b30f18f33339f0050fb6716743
1470,1556,3,8ffeec80c746b10a21bbfd2ddeb70fb0
1471,1558,3,e67f984246f40d9c4999a2fb6b166de0
1472,1559,3,a9b602c7182a7d2a88c5d64da7869707
1473,1560,3,b3739699323f1774227a70f499d1db8c
1474,1561,3,9a268d27130e731b5dff621547c86918
1475,1562,3,c6436221f6e3c91a9b9fd1a17d594873
1476,1563,3,42357cac6b2636954c0529cdf31b02a0
1477,1564,3,e7e63167fc1fa978b22de74709356e77
1478,1566,3,7207c7736bd2d34e31e54020387206a0
1479,1567,3,14ccdb717c881e10d1653ae9e7dbdaf4
1480,1568,3,2f91ded42d92ba498c882d7257a2ca73
1481,1569,3,8a74ce5f5cbfa56188318be3ac539c39
1482,1570,3,80ce59518ef1b71635815c94d8cda0a2
1483,1571,3,889ec0ed1778505b448165557b741584
1484,1572,3,8a39f398cbb36b5eea27f32f6d22e1f4
1485,1573,3,9419a4e7d60ed7a4057e49a7bfcf3c7c
1486,1575,3,939f4d67d478e588fb0fe3d96285a337
1487,1576,3,2c727069bbfe86686e9642946941ec90
1488,1577,3,ff126c413cafeb52c466b18c84979606
1489,1578,3,bf84ba56d6ce8aeaa210ba05f7884b35
1490,1580,3,98efe096f0eceafb02f5c72d7b213ed8
1491,1581,3,bdae02d685caa5f360f2da05dc5d6d66
1492,1582,3,e11ffba94db0db287c0844e835d0f818
1493,1583,3,ed9dcfbd555958ddefe671e0d1f2d1b0
1494,1584,3,2c832efa1c9fa76534ea7b6730fab0de
1495,1586,3,a1e6ba0b5076fdb67d2fb20dc8922ef9
1496,1587,3,99b18c56c1d03e330f95a7d5f8326496
1497,1588,3,63e94d8c5008c8bd2926cbee43c3e775
1498,1589,3,605fd8dae51e5e9f5d48e263f85de377
1499,1590,3,0977c49f0db167a53213df4f7226c1c5
1500,1591,3,ea9cb0b9f5808dffba294316e051bac0
1501,1592,3,71c4bb03d13b5ff070ee57821f7c1cab
1502,1593,3,56af64217ff32b9e3ff34e626051cbec
1503,1594,3,67d8e3f22a7c4050cf5c9385138d57fb
1504,1595,3,8db9a7b286f8f0d632bf74c71c1cd1bb
1505,1596,3,0d1b3892bcd0beb158ff76b035b3c1b2
1506,1597,3,b9022775cc141b6cb993f5809eeb0266
1507,1598,3,db8820a760c470ad0d9ffc04395bf65a
1508,1599,3,998a5756efd9b23ab9de228bdd535376
1509,1600,3,0001747e5bc15b2b4cb3b8b84ca3ebff
1510,1601,3,c531a68d4bf092583aecb67a09eb579b
1511,1602,3,11517ce102a193029cb7d7427b771982
1512,1603,3,f0b0a2c0c26dad3c82f194fe5a46110a
1513,1604,3,a30721b6d617b5018979d98784110430
1514,1605,3,fffcbcc1207f0fb381242f2d6fbb77a2
1515,1606,3,556d886af9b3f484904ff3cbc16b2274
1516,1607,3,452374f2e4c1c39ba45c74ba2243f766
1517,1608,3,258ebcc681d1f58f0a4ebc77339479f9
1518,1609,3,29cb5bec3cb8c4bd19acf2005c0f5245
1519,1610,3,94526c32a0ee28f53cbd7e38083fa5fd
1520,1611,3,7931139a4e29b28c53ce18717edb1b53
1521,1613,3,483395caf7f24137215633a99bd88787
1522,1614,3,cd6743d972a62247a8d90e382021528f
1523,1615,3,e6995a556a6994b8367460781db625e6
1524,1616,3,5f8dd75557ea8deb8b3d183889313d1f
1525,1617,3,be02be3980c072fbc30f386b7c2f3abe
1526,1618,3,354bfadb2fbc8049d068884d499e4ea4
1527,1619,3,89b1487da1e40b2126e0aa91eda5416a
1528,1620,3,65ff91d243ea46ece337f668a7f6714c
1529,1621,3,dc937a9ccbae2c9f5c5fc540577632a0
1530,1622,3,fcf70937a8909dba70371419a0aef1a7
1531,1623,3,987c6bc96ded81d3764ff39ec0fae0b5
1532,1624,3,9e835d377aebc32ad9f3d6d49d50796d
1533,1625,3,53d72875e2e4f0595caf40bb18da35aa
1534,1626,3,9014e28b75b37aadaa10cad4f8d92882
1535,1627,3,b2d65b438ba1c2f81a6e4d86c728457a
1536,1629,3,816656280540de08097dcc2de4ab0710
1537,1630,3,6e4948fecb02924bad37f381253ae52e
1538,1631,3,774a7271ae4b1ada29d763a402b8a4f4
1539,1632,3,32033d2219cd23a5c856c13b35167d9e
1540,1633,3,da28778663c8c3249b29b4f2b200a8e1
1541,1634,3,42d25f49a995206d5c8a364e92bbf0d0
1542,1635,3,2adcf434ac12a462341e70ae0f385327
1543,1636,3,cc418c16dda00f43608cd9c74d3d84d2
1544,1637,3,f8dfa5e40a523d8d67e99877ed0b6454
1545,1638,3,2aa6dbbb57b7c232be01eedafe9fbb3d
1546,1639,3,b01b49ade96c0c9436e4394efdd62479
1547,1640,3,1a4a4f52b27ec7f20e21a619243176ef
1548,1641,3,3347a3dceb35b29203e6251fc3b8ab70
1549,1643,3,ebbcd0661646e2d72323c7d76f5a957c
1550,1644,3,88e5bf08969afe5ddc03ed6b1f0be175
1551,1645,3,2a79a1961b411ee174d212e7616f3e28
1552,1647,3,54be3f12fc9ebaf300db8b7eecf16482
1553,1648,3,ba73a182b95fb25a59bf5ef9468c57ae
1554,1649,3,40a0f31774687f62adc241b96315d261
1555,1650,3,894d69dc560b1582100ec0cd5fcc43d9
1556,1651,3,8a86fb6d5629c0c8d12cd1a8d8688126
1557,1653,3,7ed88af2c17d353ab0270580b9c1d12a
1558,1654,3,7fb9d7d570d6412b50b1389e161d0d53
1559,1655,3,222385ac6b233fd75aafd9e9fce94de7
1560,1656,3,021ae2bcdb01de02b2f9d2b1506d71f1
1561,1657,3,3d63c8a95a649dc741bb6e2702100ba1
1562,1658,3,f35b7855c064a762933932378521638a
1563,1659,3,1fc986060cdc8e839bf5dd7e808331b6
1564,1660,3,4a00345f8657055bd7951bf119bcc6ba
1565,1662,3,a48351b8644528243399ffac6aba01cc
1566,1664,3,36d30939922ec936bc231f4b6f86ec0d
1567,1665,3,b1123edaf7cb9c66974824914e6266b5
1568,1667,3,9ac458d6246f56607e1ffc3e3cc09ed8
1569,1668,3,3e247487e7631befa304ab944a65c20d
1570,1670,3,c5cff7eb6958d9e28a199475057e5ed0
1571,1671,3,6520fcb068f91f1140f025bef1866110
1572,1673,3,155301534e104b060d6cc622363212dd
1573,1674,3,1144838c24d180539a43a29d3b8554a3
