Indice_combinado,Indice_temporal,Indice_origen,Digito,Origen,Hash
1328,1328,1328,4,v1,10cf9ada0677caa2d9e893d5eb207038
1329,1329,1329,4,v1,ca31d82ccdd23b6102b4d9cec7a47bb9
1330,1330,1330,4,v1,18afd31cfcb2b572182c3f627f8b9340
1331,1331,1331,4,v1,8d07006be07b6f269bde29bf62cab67b
1332,1332,1332,4,v1,0517bef8906e4f5310dd1c4df3ab01b8
1333,1333,1333,4,v1,608387c4c683dc6951723b053d9e76f9
1334,1334,1334,4,v1,449766fe00b9248fb647c4594214ddd3
1335,1335,1335,4,v1,fdebde623fc7e8ad27a93398ad214eec
1336,1336,1336,4,v1,d64f0360a29297eb1e1a3db4c3fab0aa
1337,1337,1337,4,v1,25e80ae835adee3b9df146da82ee0e93
1338,1338,1338,4,v1,e5f4e925e459778bada383b879f8a891
1339,1339,1339,4,v1,bccc3cf1824510ac7c41b7582c0b4b35
1340,1340,1340,4,v1,440d391c3a2e022bc83b64e11772d93a
1341,1341,1341,4,v1,28516a4e956ba36b5dc57da068f4ce3f
1342,1342,1342,4,v1,302496c59af4f40e5ff351e691e36a9f
1343,1343,1343,4,v1,8f6a94c98a79f0e4f5abc47ddc7c71d6
1344,1344,1344,4,v1,2cc103e91ac6c497a8c84fb9d28ce216
1345,1345,1345,4,v1,d54bcdb551e58ea1418e9f9fcd270b33
1346,1346,1346,4,v1,2b4cabde1bd9a8ed90f5505abad13b26
1347,1347,1347,4,v1,d22320f82e854f41043684a56e33f002
1348,1348,1348,4,v1,32a0b88e907ce042697610a07203e857
1349,1349,1349,4,v1,0df281597a1ef6b8905984e0233ce87d
1350,1350,1350,4,v1,29c0680b98b04b5debde645f39881f0f
1351,1351,1351,4,v1,6d4e4320414aef32c9db6156cc728092
1352,1352,1352,4,v1,c65e32472bfc8cd788f5ba1f8544f80b
1353,1353,1353,4,v1,4d9b53a5ac7a152abe09be0c68380d54
1354,1354,1354,4,v1,188dd210f92e463f5e121645d7f6372c
1355,1355,1355,4,v1,4e4784e9cbe8a40ceb4504eae2124272
1356,1356,1356,4,v1,74b27e753a0a76f5f175c723d89fc1c0
1357,1357,1357,4,v1,8ab101e8061a9df19ab344409bb6b79f
1358,1358,1358,4,v1,ce3ef7884a6c575f1d5bc0e1efbade04
1359,1359,1359,4,v1,6856f2b61c38cc8162b79499c917bb2f
1360,1360,1360,4,v1,6356c8cfa8aa73b632b87dc786bbab48
1361,1361,1361,4,v1,bb09ee2489527fa7e9039619ca8399ad
1362,1362,1362,4,v1,475f145f369fd4d15df84d290fe7f878
1363,1363,1363,4,v1,18ec8fd98b976789540ad681b36128ed
1364,1364,1364,4,v1,4f737ffbfc8454cbae86cfb666749120
1365,1365,1365,4,v1,adeb22ed6a0dee9412e11f369192ab76
1366,1366,1366,4,v1,d4985b241d29c8a879915a26b084f6e2
1367,1367,1367,4,v1,02f35a18ca18f513dc33cf5d77ab9412
1368,1368,1368,4,v1,97f0b0f877ef15bfa1b1c38630c461a8
1369,1369,1369,4,v1,b57864fa0d8525ebf8dd9853cdfa2bab
1370,1370,1370,4,v1,0143631afb0ff69624f6dfe5f4b69522
1371,1371,1371,4,v1,46fe745a4251cdd326d62a26c1be3cc0
1372,1372,1372,4,v1,6821fe01ea43f1e7447f7ad34e5d5be9
1373,1373,1373,4,v1,8c8654fc3dba56e1db461b92a773fc96
1374,1374,1374,4,v1,c726887b0c00127c884b3fcd841f4c87
1375,1375,1375,4,v1,4c8f25bedecd756515279f13a8795454
1376,1376,1376,4,v1,2b6cf5ad700402ca237c574f848b085d
1377,1377,1377,4,v1,50737bc6315c054696f0a81680e962d9
1378,1378,1378,4,v1,685a34e3a314c7ef306a83ece94726a4
1379,1379,1379,4,v1,38f299a36ee0a740f725d88efab38b8c
1380,1380,1380,4,v1,72c7cd527c1f2c0c8b09d5024e36b26f
1381,1381,1381,4,v1,279f4146b8b5be151505c9c2f99cb594
1382,1382,1382,4,v1,cea48ad88da87cd7bdb6d4af802f5667
1383,1383,1383,4,v1,d7f47b5d3db87fcc38c7a2f17f4e55b8
1384,1384,1384,4,v1,10fb68b72e04ec1737fec16112890942
1385,1385,1385,4,v1,7e03f62b44964734ee012c718bd6da60
1386,1386,1386,4,v1,586db5b0aace3d818bf8f36e8d711fed
1387,1387,1387,4,v1,043cb503a762fab9064daef51a7faa96
1388,1388,1388,4,v1,75aa18899f35e24242d49361b2c7da3d
1389,1389,1389,4,v1,b7397be983b1cc525a508f74ce35e957
1390,1390,1390,4,v1,301bdca99db8b15cbfe172014e807d2f
1391,1391,1391,4,v1,1022c19936e8483030b9e89b737d9f33
1392,1392,1392,4,v1,a17216603797e5e3cbb29e5f378580db
1393,1393,1393,4,v1,f5863d4dc391551751a9af505cec73df
1394,1394,1394,4,v1,61d615f17350c483010a324760192760
1395,1395,1395,4,v1,8891ea9a46342ab9395f0cb47458c0a3
1396,1396,1396,4,v1,9b7735252b5c6dbb16c02101ba1645a0
1397,1397,1397,4,v1,48685f9dc34728740e2060fd6317c5f9
1398,1398,1398,4,v1,6e266096e5fc699e9c762fe9185a97d7
1399,1399,1399,4,v1,5762fb6618551c220fbc98b5346d526e
1400,1400,1400,4,v1,2444d897165fd5de6376306f08d5327b
1401,1401,1401,4,v1,34f658c29771d87c020f1df00e1f9376
1402,1402,1402,4,v1,6bfe5a129c8bd774444bb35917364115
1403,1403,1403,4,v1,83b17ed0d65ec7179e2e2b38ca4c92af
1404,1404,1404,4,v1,edfbeb3dac31c66acf8d4cd33f114fcd
1405,1405,1405,4,v1,15c686030e9788f03c1b5600fc9e5441
1406,1406,1406,4,v1,026ee5e27f659d602c79c28a8887abb0
1407,1407,1407,4,v1,701a0982fe3768f063648e6ccf65d3f7
1408,1408,1408,4,v1,af266224cb84ddbe29b540f626895a3a
1409,1409,1409,4,v1,c18ee135b4ccd570a4a4e879e5f140d8
1410,1410,1410,4,v1,33cb197f7fb3414907010ab2ed70ce1f
1411,1411,1411,4,v1,178e9c2fa751bce2e3f4e00093be1471
1412,1412,1412,4,v1,7fb8eee6e0ea1697ae7f4a306d79e470
1413,1413,1413,4,v1,13e538639d2662a8b1a0ac65d4dac1cb
1414,1414,1414,4,v1,aeffe8aea458dbe5f9c26e0d174787f2
1415,1415,1415,4,v1,98957c8ad527125d8bf0c53d5cdc0b7b
1416,1416,1416,4,v1,d7751d75f03c969def2e9c1415dea311
1417,1417,1417,4,v1,c8666ba3ca172607997faa3ee37b1bef
1418,1418,1418,4,v1,f1c7f54fb33267cf2d3cd829f766c445
1419,1419,1419,4,v1,f5077bb46285d7009bcdce2fb1f1e143
1420,1420,1420,4,v1,5e26e51b74ccd87a0822efcd8ace566d
1421,1421,1421,4,v1,39e077ad507f66177a7fa8e1ba2eae2b
1422,1422,1422,4,v1,61b78bad10f753fe2fb6bdc495b49dc0
1423,1423,1423,4,v1,e93b3584fa8e8b8e23a678fc99d384b4
1424,1424,1424,4,v1,6393ac67b2228df16b1d1739428f53f9
1425,1425,1425,4,v1,8df67c5afa0423f1484d135793efaca5
1426,1426,1426,4,v1,42de7239d119181a2379bdabdf89cbb1
1427,1427,1427,4,v1,8d5f7faaa1396ffd57415becdd052abd
1428,1428,1428,4,v1,774707f73dd9268391eca460999a8093
1429,1429,1429,4,v1,cdb3fd2d236c9d0e3d9bb3895cfa557d
1430,1430,1430,4,v1,977a177772380bb593c8a9d61f6c7b51
1431,1431,1431,4,v1,3eddceadef0feff7d193e2a88007e302
1432,1432,1432,4,v1,4fcba92cf22d4061f11ef5b3a0f54bac
1433,1433,1433,4,v1,f943d999552d418c3c965ba14cf0b795
1434,1434,1434,4,v1,dd737caced995c52e1e849958e5c4ff9
1435,1435,1435,4,v1,423ed7a226d93cb828f56a2090fb2815
1436,1436,1436,4,v1,18311cb50d789f463e1dc83d89efe25a
1437,1437,1437,4,v1,b6f30bf76c688421fddd6e95283b49c8
1438,1438,1438,4,v1,801faacfc2dfc6797b7900c9ca120e31
1439,1439,1439,4,v1,861af3b8f6465e6b9a413365691b8089
1440,1440,1440,4,v1,22aae4129d13c753cc13ecb758c9a01b
1441,1441,1441,4,v1,4ad515e614456ecf61c00eebfc0f8fe7
1442,1442,1442,4,v1,5ad9939ad5e480da4be99dd75d215319
1443,1443,1443,3,v1,09e502778095281cf556bb89b41e5a82
1444,1444,1444,3,v1,79673e818935b09f56cdacdacfe1af10
1445,1445,1445,3,v1,3f13a820e0ff3ba4389fddc995da083c
1446,1446,1446,3,v1,caaedfec6ff01bf51db57307621e9249
1447,1447,1447,3,v1,b5ea65a7de7b979562fdff8db11d6681
1448,1448,1448,3,v1,6db65eb8f6d40c48e5eb0d3620c7f46d
1449,1449,1449,3,v1,abad047928fc8d4a833b19f081cea0fd
1450,1450,1450,3,v1,d5b7f2f847fa6babca6cfcde3c38ed6e
1451,1451,1451,3,v1,a53cda1d535a2950f69cb61cc61ce776
1452,1452,1452,3,v1,62f8fd56202e1563621f87c965acf845
1453,1453,1453,3,v1,ff6dff0d21d5b8051af21e72fb26706b
1454,1454,1454,3,v1,554560fc7ba6bc0a2322e437ae2d606e
1455,1455,1455,3,v1,3844b004dc5398992f8c638061283d57
1456,1456,1456,3,v1,f42a7588a011f5a68ed8727a59562bbe
1457,1457,1457,3,v1,c88513efcaf1cb6daacdfb04969202f5
1458,1458,1458,3,v1,f23110f90eaabf4b13dfae7ec3c0088f
1459,1459,1459,3,v1,52f57a7506bdb2bb79784868f95da31f
1460,1460,1460,3,v1,5277e9807c1d9a3881a8e4c63cb96398
1461,1461,1461,3,v1,d4f024749137e45f0985b1b818e5304e
1462,1462,1462,3,v1,a0e9913a5b30d4cab25dc64157488b66
1463,1463,1463,3,v1,37c8b3c55dcd80b143ea4ae68f797472
1464,1464,1464,3,v1,be9c22ec8b8e1611459bdc3d45143854
1465,1465,1465,3,v1,abef71183274397aa5ebb45e01a64aa3
1466,1466,1466,3,v1,24f04fc411b3b3708fc1885299bc73ac
1467,1467,1467,3,v1,638fc25ff8902e8f3b229b5d35c8a3a2
1468,1468,1468,3,v1,4997ff779fbf0f7a660e7c0f27e475a0
1469,1469,1469,3,v1,f54125cc2e62fbf365ebc6ee802411f5
1470,1470,1470,3,v1,f84302671b8041160ad4ddd891c45979
1471,1471,1471,3,v1,f310a0bb40931dc247d2e0f3475d6fc4
1472,1472,1472,3,v1,99c11401af0ac352acc9d7500a9e573d
1473,1473,1473,3,v1,1c16d93d3f09cb6f02e2224743a985b5
1474,1474,1474,3,v1,c75f125a5b00c7bceec55c9e8447833b
1475,1475,1475,3,v1,8c6399eea5a51462506dfc98695ebd1b
1476,1476,1476,3,v1,5d0eb3807a300d32713c8ff63cb7e525
1477,1477,1477,3,v1,bfd0e50d2c14badb9a27a17f0135a4f8
1478,1478,1478,3,v1,ef9e25c9ec6bc43f871c910db3c10622
1479,1479,1479,3,v1,86575ada8df0e6763e4cefdbdaece830
1480,1480,1480,3,v1,062c443859cd0ce66107811f5693b45f
1481,1481,1481,3,v1,984dd627322618199cce599314780fc2
1482,1482,1482,3,v1,d9f171e035a841b7db547882108c3014
1483,1483,1483,3,v1,99809a25a268d84584ab1dc891a05456
1484,1484,1484,3,v1,e2f5db751fbc7ee329a6a65677ec6119
1485,1485,1485,3,v1,c0c546174003cf962979e961174e9e4e
1486,1486,1486,3,v1,ce63c483f688f29f39c2284af9801103
1487,1487,1487,3,v1,faced20f18adb60da92e35ec0d0d2172
1488,1488,1488,3,v1,b912da75d735bff35a07ec662fa17cef
1489,1489,1489,3,v1,77b9ccd33461a6c474ee8d6a6d28f028
1490,1490,1490,3,v1,40d7af6b5ec369211ab39bab80ba8cab
1491,1491,1491,3,v1,aa759a4cd09da3e44b9515042e048cd8
1492,1492,1492,3,v1,928942861de180ff0e431401894795e2
1493,1493,1493,3,v1,9d633ccd79c995c8fc69b1f2b1d70ec5
1494,1494,1494,3,v1,8bef269201aa14af3dd4fe06bccb1dba
1495,1495,1495,3,v1,011b9ae834e19d72096d6367301169d8
1496,1496,1496,3,v1,492b04bd3608a0581c9925fe99d42fbc
1497,1497,1497,3,v1,51b3d2f5b9b2b6593a34c22f51ede694
1498,1498,1498,3,v1,9ec4868c13c18e893c138725851fda7d
1499,1499,1499,3,v1,085a2b0ebbe5372bbaa468dd39ef1e0f
1500,1500,1500,3,v1,1ef2ed4c64547104ee7140d39a487fcb
1501,1501,1501,3,v1,d21fca31764103647d7cd81493623a51
1502,1502,1502,3,v1,773a163d2515e02c914077a3e14c8b68
1503,1503,1503,3,v1,fe74c7437e5b51c78010072f354ea29a
1504,1504,1504,3,v1,834daf91051320fe983ace7544ce5f75
1505,1505,1505,3,v1,af6296d73582b6be8349d7a4274bab4e
1506,1506,1506,3,v1,76efa2eb10cbd4bb35070ce00ecc5fe8
1507,1507,1507,3,v1,827a26ec3143b8d5c42e3eace0739272
1508,1508,1508,3,v1,859394bf81a6394f711a0a52e531ea65
1509,1509,1509,3,v1,fb0b3e9352d0dc3dcddda33663ffa7a0
1510,1510,1510,3,v1,37cdb6f6962b7467119764f7c8e0c22f
1511,1511,1511,3,v1,e708facf77f2942a70076bc6bde6ef85
1512,1512,1512,3,v1,351d2f39994ff123e93eead2582c9a06
1513,1513,1513,3,v1,9b8bb6f45ab91b342030893e57b46734
1514,1514,1514,3,v1,383aef72b7f98e91bcd81e1f85ea9365
1515,1515,1515,3,v1,a8ae700709ecc9d772e4ef2bda98b3ad
1516,1516,1516,3,v1,7ec65dce70a8cb168b4b92842c7eb7e2
1517,1517,1517,3,v1,ef0a824bee8c196f1936d70d7e73e283
1518,1518,1518,3,v1,c4570e8edcfc31722631385e8f3fa3f2
1519,1519,1519,3,v1,b346e5ef61ffadcd661b4c26efa2f1fd
1520,1520,1520,3,v1,8867ebca7b972f3dd5005a0e19fbd9cc
1521,1521,1521,3,v1,dafceea89bafa7b5ce6ec408c07fb538
1522,1522,1522,3,v1,6cd9416859d3fd6086bdc66ba622e5d6
1523,1523,1523,3,v1,0245b1346adb75bce3d92cf0048310c3
1524,1524,1524,3,v1,b55e4b6aaa9792fd31285a1396b251d3
1525,1525,1525,3,v1,f6372e3d161b7fa86b1c2ec88f160c84
1526,1526,1526,3,v1,f7e8a2239278c50f305051970eae65ea
1527,1527,1527,3,v1,7417a33e8ce452f18262ed330f4d6f7c
1528,1528,1528,3,v1,c47b61abf904c16e53af8dfd85cd2c6c
1529,1529,1529,3,v1,145858bfa5dddb2e03f53664e08b240c
1530,1530,1530,3,v1,36185b0e49bc3cefadd68ba0eb2ac368
1531,1531,1531,3,v1,fe01ebf188c6e9a626dfef1d1982ed2d
1532,1532,1532,3,v1,904d68e31fecc99c95c573434ae321e0
1533,1533,1533,3,v1,84735e194b8d90a4d3ea849438edcb98
1534,1534,1534,3,v1,8439a078456e5f4f0ff5dc3c487b8d0c
1535,1535,1535,3,v1,56705ce2dc34686c229d426dac67f1ec
1536,1536,1536,3,v1,ce959a48567d5f2014fd715f1743f9b6
1537,1537,1537,3,v1,bcbc0be952cb218a18db8a8bb280f08c
1538,1538,1538,3,v1,4d3d95f828967129849b07b69c35b951
1539,1539,1539,3,v1,b1ce7db8aee15397f76c83b31c97176a
1540,1540,1540,3,v1,5cc699bc33d4d612566efbb839bd7e18
1541,1541,1541,3,v1,b7c4015111b21e2ff0b83ea798a05edc
1542,1542,1542,3,v1,cd87824c2abd9f071706378721b36ef9
1543,1543,1543,3,v1,029f635c0089662fce918c8bd496308e
1544,1544,1544,3,v1,e4c0dfe81a06b534ad80d62f394ec7f7
1545,1545,1545,3,v1,f8927ae4897e2ec4a25dc32062e2ebdf
1546,1546,1546,3,v1,9ee3a9ea18c9f84d69a9e79a1807f4ed
1547,1547,1547,3,v1,3cd2c14a607384d15b10f1d28a530d3a
1548,1548,1548,3,v1,7cc25285cd6540c735103ba2e02e9d78
1549,1549,1549,3,v1,53d3d2b273b62733e72764824e6d5bcf
1550,1550,1550,3,v1,d23caf23187f28e6c77133f8c13a2575
1551,1551,1551,3,v1,e15a2767a8bd0ccdf4d2fe96f9e56e7f
1552,1552,1552,3,v1,9c6ef7fae0661b15d831abb1e1c6537a
1553,1553,1553,3,v1,a458f1137f8601e75572e2162f3a6918
1554,1554,1554,3,v1,56fab40cc31cbeb7c62e418436c544b5
1555,1555,1555,3,v1,4b377f4b22966c3a135069e44dc6bc95
1556,1556,1556,3,v1,b0d66b7fd3964a8285707c7b834c858a
1557,1557,1557,3,v1,13764609591c0651d4f0cc7c13a109e2
1558,1558,1558,3,v1,eb4c04820469f2bc5d27461ec11c32b1
1559,1559,1559,3,v1,b0cef11bc2f75ef70e290f2dd6170c9b
1560,1560,1560,3,v1,973d2ddec2f3e40dfaafef8507e317b8
1561,1561,1561,3,v1,a19ba433fce91884be7655f19286be37
1562,1562,1562,3,v1,98cb48a728e9be7e3bd931686a5b3ca6
1563,1563,1563,3,v1,81cc89696ec6abb91ca1b4df38eba921
1564,1564,1564,3,v1,0e3096298dea12127caf37e69295a98c
1565,1565,1565,3,v1,1129970e9ee8dd7175c695051a1992af
1566,1566,1566,3,v1,2206b1f05c836401a6f00e660d3a4849
1567,1567,1567,3,v1,cd43e9a2bd9ef36c2686362be72f12f1
1568,1568,1568,3,v1,fccbcb00ec03995697807625c158ec4d
1569,1569,1569,3,v1,0094614349ce473ed007ec46d5d0f362
1570,1570,1570,3,v1,a24b2a8740dc91f372340d4863c2cb5a
1571,1571,1571,3,v1,ad1a71568e70e7b7bf71eb9e05b66970
1572,1572,1572,3,v1,f1751144fc381c05153bcf936d55326f
1573,1573,1573,3,v1,ba80aeab6387e5ea444bda69e847538a
1574,1574,1574,3,v1,ed222d269158b617c55d4056118b6f7c
1575,1575,1575,3,v1,44b7b2d7887468009c9acd60193b304b
1576,1576,1576,3,v1,80c34f3644fc5e98f50875d022d617af
1577,1577,1577,3,v1,6dbb6be9f6cdab7c0209097a6f61a831
1578,1578,1578,3,v1,e1718050d9f3eaffd4584c61927c866c
1579,1579,1579,3,v1,1d8485619f667c03e08045432b1dfb95
1580,1580,1580,3,v1,2b0a350e1b82007dd340e279e87746d3
1581,1581,1581,3,v1,b8d754a505a04ee65265046ca5546e09
1582,1582,1582,3,v1,056d6d5bde77f9d4842238ac87e0b2cf
1583,1583,1583,3,v1,775606a1eaab06753f0ed311cbce9f30
1584,1584,1584,3,v1,d6e53d7fa7891bbf5eb906b8829c1455
1585,1585,1585,3,v1,37f64496e132348aed1b57dff7f5453c
1586,1586,1586,3,v1,47b38b0bd6cf58789bc9920382897b13
1587,1587,1587,3,v1,4a8f3b855478fb257a8164d0355550d1
1588,1588,1588,3,v1,c904f2f528c1b198fd302d1663bd43eb
1589,1589,1589,3,v1,841a681333f04bcaa8f1c224d9d09484
1590,1590,1590,3,v1,829cad9f94229424480440cfe2914ef6
1591,1591,1591,3,v1,9ee7e30f02964ee8ced2f5ecbb5c148a
1592,1592,1592,3,v1,9f074c3846f54b0c462f62c36ce1b38a
1593,1593,1593,3,v1,9c467d0b0260ec29922b899056a1df81
1594,1594,1594,3,v1,d70e94105e599789e358822770fee7db
1595,1595,1595,3,v1,3d3666b2ae4324a711587f9eced2d5fe
1596,1596,1596,3,v1,f072fb715248924dd5f3aad719a38ef1
1597,1597,1597,3,v1,b410f7f8629298ce80e915bd6f0e3778
1598,1598,1598,3,v1,cab0e1db367e5dd4a8aba55f621e179a
1599,1599,1599,3,v1,77d148807a55269610ca0dc8296d3c22
1600,1600,1600,3,v1,7f0056575dfe26fe15e87b8c4194fb0b
1601,1601,1601,3,v1,fe29701d99a959efabcd7a11e2632d24
1602,1602,1602,3,v1,3ef395c95bec77b853934d6efc168bd2
1603,1603,1603,3,v1,f1d89d012b6ed56ccd5e05e01bc9796c
1604,1604,1604,3,v1,745fd6dede88ba7b214a1e92da908e87
1605,1605,1605,3,v1,87b5dfd868786707f871988a2fff784a
1606,1606,1606,3,v1,460ea8e7b38ef7f5f05a117d78e0b905
1607,1607,1607,3,v1,7f781168fd30b45679073f7e76036acd
1608,1608,1608,3,v1,85a4670b732da4f25f68984f4da8d832
1609,1609,1609,3,v1,ea6b5f1d43d0e553bc0fd42dc0c7d1c4
1610,1610,1610,3,v1,b77bea22ae98dd5d728db6f34d5c6dc5
1611,1611,1611,3,v1,f03d4ae3aad228731aa2667f2b692192
1612,1612,1612,3,v1,32cb708c426a617f90e3606aa3375f69
1613,1613,1613,3,v1,2e3f6641226b04868be179671f373756
1614,1614,1614,3,v1,c15f06fa3407a2f4a472a1bf059198d6
1615,1615,1615,3,v1,a04141e09a0ae4c02a14b1da544843e0
1616,1616,1616,3,v1,8b34f13902516a21db2e4b67ee54ae1d
1617,1617,1617,3,v1,136136984bbf74a7c650c042ee8de386
1618,1618,1618,3,v1,d367491c005a1c0a47aa57c18fad4459
1619,1619,1619,3,v1,ffaa52a66b0650d906b6c27aedc36010
1620,1620,1620,3,v1,0a60f5578383ee7671bf57e3ca59aff0
1621,1621,1621,3,v1,121c0a0521448095c57c7b461ec9ad8f
1622,1622,1622,3,v1,85ef72a31afd3d7c5acaddf32ecfc8f4
1623,1623,1623,3,v1,e69017ae561a862180adba5972a90f11
1624,1624,1624,3,v1,e402afad31b3fec861fcec720fde0dd8
1625,1625,1625,3,v1,25d6b1c5a4fce0a5ac57a7c869cae272
1626,1626,1626,3,v1,9cbe70171e520d94b37edc5a80b020cc
1627,1627,1627,3,v1,d015e4be9f942e1e60c021ce405c7b46
1628,1628,1628,3,v1,04f385b692d954efe05466ce356c3102
1629,1629,1629,3,v1,ecec767715e1bb8bc148cc134e62e4f6
1630,1630,1630,3,v1,d564d83ef4a9282a9ef0cccc036eb42e
1631,1631,1631,3,v1,52ba440959c43e46cc26e874d0a78b23
1632,1632,1632,3,v1,4cbd4c2feb538a67c18b520afc903ff7
1633,1633,1633,3,v1,ec2999745dcec03e6e50a01dc4be9c5d
1634,1634,1634,3,v1,a01e7bea27a6902b48484fc651221402
1635,1635,1635,3,v1,36cdea951d77eddd345ee4fb81210317
1636,1636,1636,3,v1,079f4d59bff575f7756e4ae7839a7cd8
1637,1637,1637,3,v1,5a0d49327dc176ce516b5b90f846f444
1638,1638,1638,3,v1,0f372a737cd750311cf675e67d09c11a
1639,1639,1639,3,v1,9036b5e0ce6a4d7b93eb4d89f1bc1d46
1640,1640,1640,3,v1,b38953a02aa2e733cf5c7a5acb4a5f49
1641,1641,1641,3,v1,c0191d5a52feb5d3d9260fe2f6871b73
1642,1642,1642,3,v1,d394aab4a1f6b0616fd7b188d94f0b45
1643,1643,1643,3,v1,3a982f859e519270fb0b39dc97d78a29
1644,1644,1644,3,v1,80d65fef577807be0c15bfc818c961ce
1645,1645,1645,3,v1,7e64bab0422419b4a996ba3aae641d16
1646,1646,1646,3,v1,a05c786c8b446cd289e85aba86b81cf7
1647,1647,1647,3,v1,cf7b56bb1ef91e4c406d7f20903c4ffb
1648,1648,1648,3,v1,33ef3d8c439250886b8f4867818b88e9
1649,1649,1649,2,v1,10c758c24b1dec9dd488905f77e680b4
1650,1650,1650,2,v1,64dbd1d2b0cecdf8e412c672950e5cac
1651,1651,1651,2,v1,c0faf7ac7c2618cd341cc0ef7d797f9a
1652,1652,1652,2,v1,ca29c159c355bbb10a1ef60798271038
1653,1653,1653,2,v1,1fd72540e1d482fbfb9695c7b90d0eb8
1654,1654,1654,2,v1,f8861d716749850f74145da6cfef348d
1655,1655,1655,2,v1,702c8382aae4d9da274c79a6f392d95a
1656,1656,1656,2,v1,1da62512a2054379309b94c026d1e612
1657,1657,1657,2,v1,c2862fae0e61c674e2cc01dfa207a8fd
1658,1658,1658,2,v1,fa9f8d9d3713d5fee93c5a2f8eb83a03
1659,1659,1659,2,v1,a32409b2e8164985b6c0b8d632798e0d
1660,1660,1660,2,v1,95a67eadb52396dd32edf0e90144bd7a
1661,1661,1661,2,v1,620c49e1bfbbce556ccad955d56902d2
1662,1662,1662,2,v1,942e39ae0494878cd292a15f8ef4b157
1663,1663,1663,2,v1,f903c5d7ce0d0554c75eae440e26c21c
1664,1664,1664,2,v1,551fabe11260815a432f8585f59888af
1665,1665,1665,2,v1,408b32d1ba971ce75ced5d0feb54a754
1666,1666,1666,2,v1,43ed6faec17550708c71471048b5c00d
1667,1667,1667,2,v1,d9b5d16afc908c6d182475f88f3d9e8b
1668,1668,1668,2,v1,06c1d496f4d812b984b9018f86ba26eb
1669,1669,1669,2,v1,e0fbfa744300f98370269e6860edf859
1670,1670,1670,2,v1,c74f0d3a4022367393fdbc68b0acccb7
1671,1671,1671,2,v1,3e6100f4399d94692ec4cf1a8fbc80e0
1672,1672,1672,2,v1,2e382fc0762fa204c4be5bdb30cd4e31
1673,1673,1673,2,v1,5ca6e98e90e41e799eda92e94052220d
1674,1674,1674,2,v1,4d6173a9a158c0ef2c9e53c639343cb5
1675,1675,1675,2,v1,07ff0665fd3ee2797b966ca33f4886f6
1676,1676,1676,2,v1,17c28d731405959056c1ce0e0b5d298e
1677,1677,1677,2,v1,62eccd69b827e7a0d8c44eb51c7efca8
1678,1678,1678,2,v1,8dd6bea79ad3c8ffd133cb744a1b79e8
1679,1679,1679,2,v1,a36b87e5b2774a6b50d78a60a0f03bac
1680,1680,1680,2,v1,108c5d2062b6c2d24a9a96dc5a0ae942
1681,1681,1681,2,v1,ecf8b90c808775c445ac224f19795cd7
1682,1682,1682,2,v1,6852e24fb08e92a4f55c3d3639b94732
1683,1683,1683,2,v1,f5d2527bae65efdb360c71e9197edd29
1684,1684,1684,2,v1,e78314d1986eb7e6f2f882b2f756a120
1685,1685,1685,2,v1,b6aaafafad132842f1c4c6f2e0dec63d
1686,1686,1686,2,v1,119951fd8789c07b6b94f934dbe6d050
1687,1687,1687,2,v1,3d1ad7065748b4e25647435708afa2fc
1688,1688,1688,2,v1,65076113ce6c7b304b40d9b21a334004
1689,1689,1689,2,v1,2a0d2f84e0b7d5101226f71be53e1274
1690,1690,1690,2,v1,0422de945ee86cbbd7322f8054153125
1691,1691,1691,2,v1,1d106fd228c1e8b720e392fbf23d9781
1692,1692,1692,2,v1,66f5d549f018b23c4b17c1a10049a925
1693,1693,1693,2,v1,2d5a0981a5e4f53bc6dddb8cead66631
1694,1694,1694,2,v1,387f54b06489d75c8411432c451f331a
1695,1695,1695,2,v1,ba4072f192ab5995e7d0231bdd01c225
1696,1696,1696,2,v1,406aeb5539b2fee4df6cced8ab3bf92d
1697,1697,1697,2,v1,c0004b8540864bf5645d3e326abed515
1698,1698,1698,2,v1,07238c75a67c35a0e9ce4db7c3dc6bf7
1699,1699,1699,2,v1,b13274f68d8a847a4d1d1bdd3ed3ba6b
1700,1700,1700,2,v1,82bfd14a15c65096a521b6dc788264a0
1701,1701,1701,2,v1,98f00dc5d5bc091b5d84117f02135ceb
1702,1702,1702,2,v1,514052328f6613ba88581c8e39ebe6b8
1703,1703,1703,2,v1,cf16abe0754fa71db7e5d534d69197e5
1704,1704,1704,2,v1,e6315904e9f9ee30ab05eb98249c563d
1705,1705,1705,2,v1,af7e8a5a78ee6b5e755fa1b9feffa303
1706,1706,1706,2,v1,9ffe3cd711b2d652a44adafafe596a84
1707,1707,1707,2,v1,2bfaf0bd4b65348e5b81bad7c15c1ab0
1708,1708,1708,2,v1,8f5ef4da00c864ddbb1c17dba039164f
1709,1709,1709,2,v1,6b7e067c9b0ae43aa3ca37f4e81152c8
1710,1710,1710,2,v1,c3cf2d036d7f5b793d8dae6da8d549b0
1711,1711,1711,2,v1,c03a45bb0ca3d98465613444b5c25c0c
1712,1712,1712,2,v1,7c267b17ff574282ecbb3587fe487b0d
1713,1713,1713,2,v1,8cd85859a1946ae651eec774f550bf8a
1714,1714,1714,2,v1,ac7ce5a41d10eea589191309d3cbfa58
